metadata																													
ID	name	desc	time	keywords	minlat	minlon	maxlat	maxlon																					
1			2017-02-27T02:44:18Z		3.185457895	12.80111586	3.211783692	12.82462668																					
																													
author																													
ID	name	email																											
																													
copyright																													
year	license	author																											
																													
link																													
metadataID	authorID	wptID	rteptID	trkptID	rteID	trkID	text	type	href																				
1							Garmin International		http://www.garmin.com																				
																													
rte																													
ID	name	cmt	desc	src	number	type	IsAutoNamed	DisplayColor	TransportationMode	TripName	Date	DayNumber																	
																													
rtept																													
ID	rteID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	DepartureTime	StopDuration	ArrivalTime	CalculationMode	ElevationMode	NamedRoad_Name	NamedRoad_Id	NamedRoad_ProductId	TransportationMode
																													
wpt																													
ID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Proximity	Temperature	Depth	DisplayMode	Samples	Expiration	CreationTime			
																													
Address																													
wptID	StreetAddress1	StreetAddress2	City	State	Country	PostalCode																							
																													
PhoneNumber																													
wptID	Category	value																											
																													
Categories																													
wptID	Category																												
																													
trk																													
ID	name	cmt	desc	src	number	type	DisplayColor																						
1	DAY 2						DarkMagenta																						
																													
trkseg																													
ID	trkID																												
1	1																												
																													
trkpt																													
ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				
1	1	3.189152805	12.81089167	673.54	2017-01-30T11:02:52Z																								
2	1	3.189123301	12.81087725	674.98	2017-01-30T11:03:07Z																								
3	1	3.189119529	12.81088614	676.42	2017-01-30T11:03:20Z																								
4	1	3.189141741	12.81089628	676.91	2017-01-30T11:03:37Z																								
5	1	3.189141992	12.81091095	677.39	2017-01-30T11:03:53Z																								
6	1	3.189139478	12.81090944	677.87	2017-01-30T11:04:07Z																								
7	1	3.189137634	12.81091137	677.87	2017-01-30T11:04:18Z																								
8	1	3.18913579	12.81090961	680.27	2017-01-30T11:04:35Z																								
9	1	3.189137802	12.81091321	680.75	2017-01-30T11:04:55Z																								
10	1	3.189101508	12.81091145	683.15	2017-01-30T11:05:07Z																								
11	1	3.18910595	12.81089075	684.6	2017-01-30T11:05:17Z																								
12	1	3.189099832	12.81081238	686.52	2017-01-30T11:05:27Z																								
13	1	3.189098658	12.81075647	686.52	2017-01-30T11:05:37Z																								
14	1	3.189102262	12.810704	687.96	2017-01-30T11:05:45Z																								
15	1	3.189133275	12.81066419	687	2017-01-30T11:05:54Z																								
16	1	3.189155571	12.81062353	687.48	2017-01-30T11:06:05Z																								
17	1	3.189148698	12.8106056	689.4	2017-01-30T11:06:21Z																								
18	1	3.189144926	12.81058271	691.33	2017-01-30T11:06:35Z																								
19	1	3.189162947	12.81053502	690.84	2017-01-30T11:06:46Z																								
20	1	3.189187255	12.8103984	688.92	2017-01-30T11:06:57Z																								
21	1	3.189198403	12.81034492	687.96	2017-01-30T11:07:06Z																								
22	1	3.189230589	12.8103186	685.56	2017-01-30T11:07:15Z																								
23	1	3.189285407	12.81026755	683.15	2017-01-30T11:07:27Z																								
24	1	3.189323042	12.81020486	680.27	2017-01-30T11:07:37Z																								
25	1	3.189322203	12.81014241	677.87	2017-01-30T11:07:46Z																								
26	1	3.18930326	12.8100477	679.31	2017-01-30T11:07:58Z																								
27	1	3.189290604	12.80997804	680.27	2017-01-30T11:08:08Z																								
28	1	3.189273505	12.80988459	681.71	2017-01-30T11:08:17Z																								
29	1	3.189227572	12.80983287	684.12	2017-01-30T11:08:25Z																								
30	1	3.189201839	12.80974788	684.12	2017-01-30T11:08:34Z																								
31	1	3.189190105	12.80965685	683.63	2017-01-30T11:08:44Z																								
32	1	3.189188596	12.80964897	683.15	2017-01-30T11:08:45Z																								
33	1	3.189149285	12.80957596	682.19	2017-01-30T11:08:55Z																								
34	1	3.18914392	12.80949357	679.79	2017-01-30T11:09:06Z																								
35	1	3.18913294	12.80947982	680.75	2017-01-30T11:09:16Z																								
36	1	3.189138724	12.80949139	679.31	2017-01-30T11:09:30Z																								
37	1	3.189155906	12.80949743	682.19	2017-01-30T11:09:42Z																								
38	1	3.18914325	12.80951788	683.15	2017-01-30T11:09:56Z																								
39	1	3.189117434	12.80949282	682.67	2017-01-30T11:10:09Z																								
