metadata																													
ID	name	desc	time	keywords	minlat	minlon	maxlat	maxlon																					
1			2017-02-27T02:44:39Z		3.184301024	12.8004966	3.196154293	12.81664426																					
																													
author																													
ID	name	email																											
																													
copyright																													
year	license	author																											
																													
link																													
metadataID	authorID	wptID	rteptID	trkptID	rteID	trkID	text	type	href																				
1							Garmin International		http://www.garmin.com																				
																													
rte																													
ID	name	cmt	desc	src	number	type	IsAutoNamed	DisplayColor	TransportationMode	TripName	Date	DayNumber																	
																													
rtept																													
ID	rteID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	DepartureTime	StopDuration	ArrivalTime	CalculationMode	ElevationMode	NamedRoad_Name	NamedRoad_Id	NamedRoad_ProductId	TransportationMode
																													
wpt																													
ID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Proximity	Temperature	Depth	DisplayMode	Samples	Expiration	CreationTime			
																													
Address																													
wptID	StreetAddress1	StreetAddress2	City	State	Country	PostalCode																							
																													
PhoneNumber																													
wptID	Category	value																											
																													
Categories																													
wptID	Category																												
																													
trk																													
ID	name	cmt	desc	src	number	type	DisplayColor																						
1	DAY 4						DarkMagenta																						
																													
trkseg																													
ID	trkID																												
1	1																												
																													
trkpt																													
ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				
1	1	3.190694237	12.81199121	674.5	2017-02-01T11:54:04Z																								
2	1	3.1907022	12.81197386	674.98	2017-02-01T11:54:13Z																								
3	1	3.190711588	12.81196808	677.87	2017-02-01T11:54:21Z																								
4	1	3.1907224	12.81195466	680.75	2017-02-01T11:54:34Z																								
5	1	3.190737069	12.81180639	724.01	2017-02-01T13:18:19Z																								
6	1	3.190676048	12.81188836	714.88	2017-02-01T13:18:36Z																								
7	1	3.190710917	12.81195466	680.75	2017-02-01T13:18:55Z																								
8	1	3.190715862	12.81198459	671.62	2017-02-01T13:19:07Z																								
9	1	3.190725585	12.8119897	669.22	2017-02-01T13:19:19Z																								
10	1	3.190707983	12.81198995	668.73	2017-02-01T13:19:33Z																								
11	1	3.190736398	12.81199012	668.25	2017-02-01T13:19:47Z																								
12	1	3.190738745	12.81199565	666.33	2017-02-01T13:19:58Z																								
13	1	3.190734051	12.81199708	663.93	2017-02-01T13:20:12Z																								
14	1	3.190730531	12.81198962	662.01	2017-02-01T13:20:22Z																								
15	1	3.190601366	12.81205843	653.83	2017-02-02T05:05:16Z																								
16	1	3.190632463	12.81206631	671.14	2017-02-02T05:05:24Z																								
17	1	3.190645035	12.81204804	679.31	2017-02-02T05:05:33Z																								
18	1	3.190650316	12.81209238	684.6	2017-02-02T05:05:45Z																								
19	1	3.190643778	12.81211224	684.12	2017-02-02T05:05:56Z																								
20	1	3.190650987	12.81188987	677.87	2017-02-02T05:06:14Z																								
21	1	3.190671438	12.81195416	678.35	2017-02-02T05:06:29Z																								
22	1	3.190668421	12.81196791	679.79	2017-02-02T05:06:43Z																								
23	1	3.190653417	12.8119716	676.42	2017-02-02T05:06:55Z																								
24	1	3.190662134	12.81199859	677.87	2017-02-02T05:07:11Z																								
25	1	3.190674623	12.81199892	676.91	2017-02-02T05:07:20Z																								
26	1	3.19066423	12.81198911	674.98	2017-02-02T05:07:33Z																								
27	1	3.190659704	12.81198149	674.98	2017-02-02T05:07:45Z																								
28	1	3.19066532	12.81198819	673.54	2017-02-02T05:07:58Z																								
29	1	3.19068158	12.81197587	674.98	2017-02-02T05:08:11Z																								
30	1	3.190688705	12.81199263	677.39	2017-02-02T05:08:23Z																								
31	1	3.190673618	12.81198501	677.39	2017-02-02T05:08:32Z																								
32	1	3.190681497	12.81197084	676.91	2017-02-02T05:08:43Z																								
33	1	3.190687029	12.81197486	676.91	2017-02-02T05:08:52Z																								
34	1	3.190696752	12.8119731	677.87	2017-02-02T05:09:11Z																								
35	1	3.19070505	12.81198819	675.46	2017-02-02T05:09:26Z																								
36	1	3.190701948	12.81196271	675.94	2017-02-02T05:09:39Z																								
37	1	3.190693734	12.81196833	675.46	2017-02-02T05:09:54Z																								
38	1	3.19067806	12.81198945	673.54	2017-02-02T05:10:06Z																								
39	1	3.190674121	12.8119835	674.5	2017-02-02T05:10:19Z																								
40	1	3.190624751	12.81206547	681.23	2017-02-02T05:16:07Z																								
41	1	3.190664733	12.81193103	682.67	2017-02-02T05:16:18Z																								
42	1	3.190649394	12.81192558	679.79	2017-02-02T05:16:33Z																								
43	1	3.190655177	12.81194461	682.19	2017-02-02T05:16:42Z																								
44	1	3.190666661	12.81195064	683.15	2017-02-02T05:16:57Z																								
45	1	3.190650567	12.81194008	683.15	2017-02-02T05:17:12Z																								
46	1	3.190635145	12.81194477	683.15	2017-02-02T05:17:21Z																								
47	1	3.190595247	12.81187872	678.35	2017-02-02T05:17:30Z																								
48	1	3.190614777	12.8118405	677.39	2017-02-02T05:17:38Z																								
49	1	3.190641766	12.81182567	677.39	2017-02-02T05:17:43Z																								
50	1	3.190643108	12.81181837	676.91	2017-02-02T05:17:49Z																								
51	1	3.190644449	12.81184377	675.94	2017-02-02T05:17:57Z																								
52	1	3.190634055	12.81186003	674.98	2017-02-02T05:18:06Z																								
53	1	3.190594241	12.81185098	674.5	2017-02-02T05:18:16Z																								
54	1	3.190623662	12.81186162	675.46	2017-02-02T05:18:28Z																								
55	1	3.190628691	12.81188124	667.29	2017-02-02T05:18:44Z																								
56	1	3.190627266	12.81188308	666.81	2017-02-02T05:18:54Z																								
57	1	3.190611843	12.811854	665.85	2017-02-02T05:19:06Z																								
58	1	3.190598851	12.81187554	664.89	2017-02-02T05:19:15Z																								
59	1	3.190617962	12.8119099	663.93	2017-02-02T05:19:25Z																								
60	1	3.190621985	12.81191259	662.97	2017-02-02T05:19:40Z																								
61	1	3.190603545	12.81190303	663.45	2017-02-02T05:19:45Z																								
62	1	3.19058653	12.81185207	663.45	2017-02-02T05:19:51Z																								
63	1	3.190607736	12.81185576	666.33	2017-02-02T05:19:58Z																								
64	1	3.190570604	12.8118172	670.66	2017-02-02T05:20:15Z																								
