Species,Number,Mortals,Guide,Recorder,Lat,Long,Time,GPS Label,Obs-Anml Dist,Angle,Perp,Distance frm Start,Direction traveled,Fruit,Obs Type,Trail,Weather,Temperature,Date,Start/End of Trail?,Category of Date,Comments,Repetition
BCH,1,1,Luke,JM,3.190496,12.813777,2017-02-09T05:50:04Z,161,0,0,,0,CCW,,h,SB SWAMP LOOP,Overcast,,2/9/2017,START: 6:51,EM,,3
APH,4,4,Luke,JM,3.190496,12.813777,2017-02-09T05:50:04Z,161,0,0,,0,CCW,,s,SB SWAMP LOOP,Overcast,,2/9/2017,,EM,,3
CRG,25,25,Luke,JM,3.190063,12.813825,2017-02-09T05:56:14Z,162,15,330,,90,CCW,,s,SB SWAMP LOOP,Overcast,,2/9/2017,,EM,,3
WNG,2,2,Luke,JM,3.190063,12.813825,2017-02-09T05:56:14Z,162,15,330,,90,CCW,,s,SB SWAMP LOOP,Overcast,,2/9/2017,,EM,,3
RBDH,1,1,Luke,JM,3.189064,12.814062,2017-02-09T06:06:57Z,163,50,50,,225,CCW,,s,SB SWAMP LOOP,Overcast,,2/9/2017,,EM,,3
BCH,1,1,Luke,JM,3.186809,12.815405,2017-02-09T06:19:38Z,164,50,270,,558,CCW,,h,SB SWAMP LOOP,Overcast,,2/9/2017,,EM,,3
APH,1,1,Luke,JM,3.185412,12.815377,2017-02-09T06:32:21Z,165,30,30,,881,CCW,,h,SB SWAMP LOOP,Overcast,,2/9/2017,END: 7:45,EM,,3
RBDH,3,3,Luke,JM,3.176382,12.816622,2017-02-09T07:41:48Z,167,20,10,,0,CCW,,h,Mbassako,Overcast,,2/9/2017,START: 8:42,EM,,4
BCH,1,1,Luke,JM,3.179698,12.81546,2017-02-09T07:56:27Z,168,30,340,,444,CCW,,h,Mbassako,Overcast,,2/9/2017,,EM,,4
BCH,1,1,Luke,JM,3.181888,12.813837,2017-02-09T08:08:30Z,169,40,340,,769,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
BCH,1,1,Luke,JM,3.182415,12.813454,2017-02-09T08:11:15Z,170,10,330,,871,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
BCH,1,1,Luke,JM,3.184265,12.813097,2017-02-09T08:17:08Z,171,40,190,,1110,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
WNG,1,1,Luke,JM,3.184265,12.813097,2017-02-09T08:17:08Z,171,30,350,,1110,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
BCH,1,1,Luke,JM,3.184876,12.812758,2017-02-09T08:22:27Z,172,30,30,,1210,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
APH,1,1,Luke,JM,3.187006,12.811225,2017-02-09T08:34:29Z,173,40,45,,1320,CCW,,h,Mbassako,Overcast,,2/9/2017,,LM,,4
BCH,1,1,Luke,JM,3.187126,12.811099,2017-02-09T08:36:03Z,174,30,340,,1330,CCW,,h,Mbassako,Overcast,,2/9/2017,END: 9:40,LM,,4
BCH,2,2,Jean-Jacques,ET,3.194025,12.8113,2017-02-09T05:56:02Z,STRTNEST9,100,100,,0,CCW,,h,Nest,Overcast,,2/9/2017,START: 6:55,EM,,4
BCH,1,1,Jean-Jacques,ET,3.194338,12.810653,2017-02-09T05:59:48Z,BCH135,50,180,,70,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
RBDH,2,2,Jean-Jacques,ET,3.1944,12.809376,2017-02-09T06:04:38Z,RBDH136,100,325,,199,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
WNG,2,2,Jean-Jacques,ET,3.194302,12.80855,2017-02-09T06:10:33Z,WNG137,50,270,,283,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
CRG,6,6,Jean-Jacques,ET,3.195055,12.807307,2017-02-09T06:16:49Z,CRG138,25,30,,442,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
BCH,1,1,Jean-Jacques,ET,3.195055,12.807307,2017-02-09T06:16:49Z,CRG138,46,90,,442,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
BCH,3,3,Jean-Jacques,ET,3.195261,12.806401,2017-02-09T06:22:11Z,BCH139,20,90,,537,CCW,,s,Nest,Overcast,,2/9/2017,,EM,m&f not feeding,4
AGP,2,2,Jean-Jacques,ET,3.195261,12.806401,2017-02-09T06:22:11Z,BCH139,25,290,,537,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
GBT,1,1,Jean-Jacques,ET,3.195261,12.806401,2017-02-09T06:22:11Z,BCH139,30,220,,537,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
RBDH,2,2,Jean-Jacques,ET,3.195036,12.805856,2017-02-09T06:26:37Z,RBDH140,45,245,,537,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
WTH,2,2,Jean-Jacques,ET,3.194596,12.805271,2017-02-09T06:31:07Z,WTH141,47,70,,710,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
RBDH,1,1,Jean-Jacques,ET,3.195247,12.802715,2017-02-09T06:43:06Z,RBDH142,50,280,,1030,CCW,,h,Nest,Overcast,,2/9/2017,,EM,,4
WNG,1,1,Jean-Jacques,ET,3.195484,12.802105,2017-02-09T06:46:33Z,WNG143,50,255,,1030,CCW,,h,Nest,Overcast,,2/9/2017,END: 7:57,EM,,4
BCH,2,2,Jean-Jacques,ET,3.193785,12.800811,2017-02-09T07:16:55Z,BCH144,50,110,,280,CCW,,h,Fruitwalk,Partly Sunny,,2/9/2017,START: 8:06,MM,,4
WNG,3,3,Jean-Jacques,ET,3.192291,12.80139,2017-02-09T07:25:56Z,WNG145,100,360,,500,CCW,,h,Fruitwalk,Partly Sunny,,2/9/2017,,MM,,4
BCH,1,1,Jean-Jacques,ET,3.191017,12.802892,2017-02-09T07:35:13Z,BCH146,25,0,,730,CCW,,h,Fruitwalk,Partly Sunny,,2/9/2017,,MM,,4
BCH,2,2,Jean-Jacques,ET,3.190406,12.802573,2017-02-09T07:38:35Z,BCH147,200,35,,790,CCW,,h,Fruitwalk,Partly Sunny,,2/9/2017,,MM,,4
APH,4,4,Jean-Jacques,ET,3.189606,12.801938,2017-02-09T07:42:47Z,APH148,0,0,,960,CCW,,s,Fruitwalk,Partly Sunny,,2/9/2017,END: 8:49,MM,,4
BCH,1,1,Luke,JM,3.188932,12.808984,2017-02-10T05:48:57Z,177,30,20,,216,CCW,,h,Bouamir,Overcast,,2/10/2017,START: 6:42,EM,,4
RBDH,2,2,Luke,JM,3.188633,12.808371,2017-02-10T05:51:39Z,178,60,90,,358,CCW,,h,Bouamir,Overcast,,2/10/2017,,EM,,4
BCH,3,3,Luke,JM,3.188436,12.80775,2017-02-10T05:54:20Z,179,0,0,,447,CCW,,s,Bouamir,Overcast,,2/10/2017,,EM,,4
BCH,1,1,Luke,JM,3.188311,12.805048,2017-02-10T06:02:21Z,180,30,270,,786,CCW,,h,Bouamir,Overcast,,2/10/2017,,EM,,4
WTH,1,1,Luke,JM,3.188483,12.802847,2017-02-10T06:09:33Z,181,15,30,,1080,CCW,,h,Bouamir,Overcast,,2/10/2017,,EM,,4
WCH,1,1,Luke,JM,3.188483,12.802847,2017-02-10T06:09:33Z,181,30,150,,1080,CCW,,h,Bouamir,Overcast,,2/10/2017,END: 7:10,EM,,4
BCH,2,2,Luke,JM,3.175227,12.807327,2017-02-10T07:42:49Z,188,0,0,,0,CCW,,s,Jello,Overcast,,2/10/2017,START: 8:43,EM,,4
BCH,2,2,Luke,JM,3.174414,12.80824,2017-02-10T07:48:07Z,189,30,30,,162,CCW,,h,Jello,Overcast,,2/10/2017,,EM,,4
BCH,2,2,Luke,JM,3.173555,12.808768,2017-02-10T07:52:24Z,190,0,0,,288,CCW,,h,Jello,Overcast,,2/10/2017,,EM,,4
WCH,1,1,Luke,JM,3.172974,12.810047,2017-02-10T07:58:02Z,191,40,40,,464,CCW,,h,Jello,Overcast,,2/10/2017,,EM,,4
WNG,1,1,Luke,JM,3.172008,12.811649,2017-02-10T08:08:45Z,192,30,30,,731,CCW,,h,Jello,Overcast,,2/10/2017,,MM,,4
BCH,5,5,Luke,JM,3.171975,12.812626,2017-02-10T08:15:33Z,193,20,20,,862,CCW,,s,Jello,Overcast,,2/10/2017,,MM,,4
BCH,3,3,Luke,JM,3.172159,12.813491,2017-02-10T08:21:43Z,194,5,5,,915,CCW,,h,Jello,Overcast,,2/10/2017,,MM,,4
APH,1,1,Luke,JM,3.172313,12.815394,2017-02-10T08:29:19Z,195,50,50,,1200,CCW,,h,Jello,Overcast,,2/10/2017,END: 9:33,MM,,4
PPH,5,5,Jean-Jacques,ET,3.189233,12.822994,2017-02-10T06:53:11Z,RDA START,30,170,,0,,,s,RDA,Overcast,,2/10/2017,START: 7:57,,,4
APH,1,1,Jean-Jacques,ET,3.191522,12.820311,2017-02-10T07:03:02Z,APH 149,25,270,,440,,,h,RDA,Overcast,,2/10/2017,END: 8:12,,,4
BCH,2,2,Jean-Jacques,ET,3.211183,12.822813,2017-02-10T08:55:09Z,BCH 150,100,60,,30,,,h,Entrance,Overcast,,2/10/2017,START: 9:53,,Not labeled in Emily's notebook. Assumed this is enterence start,4
PPH,2,2,Jean-Jacques,ET,3.208789,12.824115,2017-02-10T09:03:37Z,PPH 151,45,190,,400,,,h,Entrance,Overcast,,2/10/2017,,,,4
BCH,1,1,Jean-Jacques,ET,3.208789,12.824115,2017-02-10T09:03:37Z,PPH 151,100,270,,400,,,h,Entrance,Overcast,,2/10/2017,,,,4
PPH,2,2,Jean-Jacques,ET,3.208348,12.824132,2017-02-10T09:06:15Z,PPH 152,50,270,,420,,,h,Entrance,Overcast,,2/10/2017,,,,4
CRG,7,7,Jean-Jacques,ET,3.205641,12.824438,2017-02-10T09:13:53Z,CRG 153,48,300,,700,,,h,Entrance,Overcast,,2/10/2017,,,GPS Point mislabeled,4
WNG,2,2,Jean-Jacques,ET,3.205641,12.824438,2017-02-10T09:13:53Z,CRG 153,60,270,,700,,,s,Entrance,Overcast,,2/10/2017,,,GPS Point mislabeled,4
RBDH,2,2,Jean-Jacques,ET,3.201133,12.820642,2017-02-10T09:41:58Z,RBDH 154,50,200,,1430,,,h,Entrance,Overcast,,2/10/2017,,,GPS Point mislabeled,4
BCH,2,2,Jean-Jacques,ET,3.200542,12.819906,2017-02-10T09:47:49Z,BCH 155,40,50,,1480,,,h,Entrance,Overcast,,2/10/2017,,,,4
CRG,1,1,Jean-Jacques,ET,3.193763,12.820551,2017-02-10T10:18:13Z,CRG 156,40,190,,2480,,,h,Entrance,Overcast,,2/10/2017,,,,4
APH,2,2,Jean-Jacques,ET,3.193876,12.820204,2017-02-10T10:19:53Z,APH 157,200,30,,2520,,,h,Entrance,Overcast,,2/10/2017,END: 11:39,,,4
BCH,1,1,Luke,JM,3.20844,12.808794,2017-02-11T08:10:42Z,204,10,90,,269,CCW,,s,Elephant ,Partly Sunny,,2/11/2017,START: 8:55,MM,,4
BCH,1,1,Luke,JM,3.207607,12.807028,2017-02-11T08:22:06Z,205,100,20,,523,CCW,,h,Elephant ,Partly Sunny,,2/11/2017,,MM,,4
BCH,1,1,Luke,JM,3.205947,12.803128,2017-02-11T08:40:35Z,206,100,100,,1020,CCW,,h,Elephant ,Partly Sunny,,2/11/2017,,MM,,4
RBDH,1,1,Luke,JM,3.200844,12.800965,2017-02-11T09:07:03Z,207,100,340,,1054,CCW,,h,Elephant ,Partly Sunny,,2/11/2017,,MM,,4
RBDH,1,1,Luke,JM,3.200844,12.800965,2017-02-11T09:07:03Z,207,20,180,,1089,CCW,,h,Elephant ,Partly Sunny,,2/11/2017,,LM,,4
RBDH,1,1,Luke,JM,3.200844,12.800965,2017-02-11T09:07:03Z,207,30,120,,1860,CCW,,h,Elephant ,Partly Sunny,,2/11/2017,,LM,,4
CRG,15,15,Luke,JM,3.199691,12.801101,2017-02-11T09:15:00Z,208,10,20,,1970,CCW,,s,Elephant ,Partly Sunny,,2/11/2017,,LM,,4
APH,2,2,Luke,JM,3.198565,12.801059,2017-02-11T09:22:20Z,209,10,270,,2120,CCW,,s,Elephant ,Partly Sunny,,2/11/2017,END: 10:32,LM,,4
RBDH,2,2,Jean-Jacques,ET,3.193155,12.815148,2017-02-11T06:06:44Z,RBDH 158,50,300,,79,CW,,h,CDC,Cloudy,,2/11/2017,START: 6:52,EM ,,4
BCH,2,2,Jean-Jacques,ET,3.193155,12.815148,2017-02-11T06:06:44Z,RBDH 158,1,0,,79,CW,,s,CDC,Cloudy,,2/11/2017,,EM ,,4
WTH,4,4,Jean-Jacques,ET,3.193155,12.815148,2017-02-11T06:06:44Z,RBDH 158,1,0,,134,CW,,s,CDC,Cloudy,,2/11/2017,,EM ,,4
CRG,2,2,Jean-Jacques,ET,3.196928,12.815703,2017-02-11T06:27:14Z,CRG 159,2,90,,626,CW,,s,CDC,Cloudy,,2/11/2017,,EM ,,4
BCH,1,1,Jean-Jacques,ET,3.196928,12.815703,2017-02-11T06:27:14Z,CRG 159,100,140,,626,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
APH,1,1,Jean-Jacques,ET,3.196928,12.815703,2017-02-11T06:27:14Z,CRG 159,100,0,,626,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
WNG,1,1,Jean-Jacques,ET,3.197781,12.814603,2017-02-11T06:39:23Z,WNG 160,3,0,,774,CW,,s,CDC,Cloudy,,2/11/2017,,EM ,,4
BCH,1,1,Jean-Jacques,ET,3.197781,12.814603,2017-02-11T06:39:23Z,WNG 160,100,110,,774,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
BCH,1,1,Jean-Jacques,ET,3.198499,12.813529,2017-02-11T06:45:22Z,BCH 161,80,100,,935,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
BCH,2,2,Jean-Jacques,ET,3.199661,12.812092,2017-02-11T06:52:36Z,BCH 162,50,180,,1160,CW,,s,CDC,Cloudy,,2/11/2017,,EM ,,4
GBT,2,2,Jean-Jacques,ET,3.200025,12.811347,2017-02-11T06:55:13Z,GBT 163,150,200,,1270,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
WTH,2,2,Jean-Jacques,ET,3.200025,12.811347,2017-02-11T06:55:13Z,GBT 163,50,345,,1270,CW,,h,CDC,Cloudy,,2/11/2017,,EM ,,4
AGP,2,2,Jean-Jacques,ET,3.201922,12.810904,2017-02-11T07:04:16Z,AGP 164,40,190,,1520,CW,,s,CDC,Cloudy,,2/11/2017,,MM,,4
AGP,1,1,Jean-Jacques,ET,3.202709,12.810881,2017-02-11T07:07:10Z,AGP 165,40,340,,1520,CW,,s,CDC,Cloudy,,2/11/2017,,MM,,4
APH,1,1,Jean-Jacques,ET,3.202709,12.810881,2017-02-11T07:07:10Z,AGP 165,100,155,,1520,CW,,h,CDC,Cloudy,,2/11/2017,,MM,,4
GBT,2,2,Jean-Jacques,ET,3.204,12.811794,2017-02-11T07:13:28Z,GBT 166,300,265,,1780,CW,,h,CDC,Cloudy,,2/11/2017,,MM,,4
BCH,2,2,Jean-Jacques,ET,3.204827,12.812453,2017-02-11T07:17:31Z,BCH 167,150,290,,1870,CW,,h,CDC,Cloudy,,2/11/2017,END: 8:36,MM,,4
MM,2,2,Jean-Jacques,ET,3.208855,12.81498,2017-02-11T08:18:00Z,MM 168,30,70,,500,CW,,s,Blowdown,Partly Sunny,,2/11/2017,START: 8:54,MM,,4
BCH,2,2,Jean-Jacques,ET,3.209071,12.815902,2017-02-11T08:22:55Z,BCH 169,100,90,,590,CW,,h,Blowdown,Partly Sunny,,2/11/2017,,MM,,4
BCH,2,2,Jean-Jacques,ET,3.209888,12.818728,2017-02-11T08:44:21Z,BCH 170,100,30,,910,CW,,h,Blowdown,Partly Sunny,,2/11/2017,,MM,,4
BCH,12,12,Jean-Jacques,ET,3.210722,12.819952,2017-02-11T08:51:12Z,BCH 171,50,10,,1080,CW,,h,Blowdown,Partly Sunny,,2/11/2017,END: 10:04,MM,,4
MM,1,1,Jean-Jacques,TJ,3.189758,12.813935,2017-02-12T06:19:09Z,MM 172,10,225,,117,CW,,s,SB SWAMP LOOP,overcast,,2/12/2017,START;7:12,EM,,4
BCH,1,1,Jean-Jacques,TJ,3.189686,12.813883,2017-02-12T06:24:30Z,BCH173,100,340,,117,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,,EM,,4
APH,2,2,Jean-Jacques,TJ,3.187567,12.814649,2017-02-12T06:42:25Z,APH 174,30,135,,368,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,,EM,,4
RBDH,2,2,Jean-Jacques,TJ,3.187188,12.815303,2017-02-12T06:48:03Z,RBDH175,100,350,,368,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,, ,,4
BCH,2,2,Jean-Jacques,TJ,3.186877,12.815458,2017-02-12T06:52:59Z,BCH 176,50,350,,369,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,,EM,,4
WNG,2,2,Jean-Jacques,TJ,3.185378,12.815475,2017-02-12T07:05:10Z,WNG 177,150,25,,685,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,,MM,,4
BCH,2,2,Jean-Jacques,TJ,3.184356,12.813265,2017-02-12T07:19:17Z,BCH 178,200,285,,925,CW,,h,SB SWAMP LOOP,overcast,,2/12/2017,END:8:21,MM,,4
